Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein	threshold_OE
Apoly000905	278.138979991938	0.650556049371499	0.194192143532146	3.35006369227192	0.00080792980379273	0.0432818592153558	g20493	RT26_MOUSE	28S ribosomal protein S26, mitochondrial	TRUE
Apoly000944	574.763007054911	-0.525610234310761	0.156427251326968	-3.36009378066817	0.000779160192399823	0.0432818592153558	g20600	CDCA4_HUMAN	Cell division cycle-associated protein 4	TRUE
Apoly000950	1189.17020097296	0.507764113700736	0.156400749781761	3.24655805300974	0.00116809622472481	0.044662705147411	g20615	VPS29_DANRE	Vacuolar protein sorting-associated protein 29	TRUE
Apoly000986	184.124008112014	0.567929927854531	0.180678311453873	3.14332098459711	0.00167042554863241	0.045634801287426	g20702	CINP_XENLA	Cyclin-dependent kinase 2-interacting protein	TRUE
Apoly000988	694.635738933266	0.669536595791386	0.191385710296707	3.49836252013484	0.000468124362997748	0.0422007710357574	g20704	DKC1_CHICK	H/ACA ribonucleoprotein complex subunit DKC1	TRUE
Apoly001094	1941.81632249701	0.540136207297654	0.172534388013357	3.13060030245006	0.00174449414750988	0.0464037692966429	g20941	ARF4_BOVIN	ADP-ribosylation factor 4	TRUE
Apoly001159	3758.96792649193	0.560235562203065	0.170507219107264	3.28569995532346	0.00101729309962322	0.044662705147411	g21073	TCPB_MOUSE	T-complex protein 1 subunit beta	TRUE
Apoly001183	68.3505532089115	0.690725843907914	0.221032339699913	3.12499901528295	0.00177805655036406	0.0464037692966429	g21113	VEZA_HUMAN	Vezatin	TRUE
Apoly001185	1499.88885131089	1.03461463573146	0.269592275139192	3.83770134065334	0.00012419139752441	0.0419361554427425	g21115	NDUAC_BOVIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	TRUE
Apoly001351	237.24076131594	0.656627507054244	0.214259521024411	3.06463630607777	0.00217934839909637	0.0489720455018295	g21443	KIN17_MOUSE	DNA/RNA-binding protein KIN17	TRUE
Apoly001424	681.218252234537	0.726578767279174	0.215129713807383	3.37739847471613	0.000731749603368461	0.0430174201619663	g21540	MEST_RAT	Mesoderm-specific transcript homolog protein	TRUE
Apoly001512	89.113810967885	0.716286012791082	0.200326597559756	3.57559116720594	0.000349437373920498	0.0422007710357574	g21669	TPRKB_MOUSE	EKC/KEOPS complex subunit Tprkb {ECO:0000305}	TRUE
Apoly001545	337.900826499578	0.580071028658481	0.184631188192402	3.14178246014426	0.00167922749563614	0.045634801287426	g21733	PHAX_MOUSE	Phosphorylated adapter RNA export protein	TRUE
Apoly001547	406.616937617635	0.573364286856859	0.18047912623903	3.1769008350444	0.00148857925474838	0.0456263885491827	g21735	DNJC2_DANRE	DnaJ homolog subfamily C member 2	TRUE
Apoly001567	236.048287033231	0.687694423719144	0.20550033161044	3.34643948420864	0.000818565447399506	0.0432818592153558	g21770	CL066_DANRE	KICSTOR complex protein C12orf66 homolog {ECO:0000305}	TRUE
Apoly001568	320.970123832969	1.00767978944773	0.270587506538546	3.72404403417711	0.000196056706627027	0.0419361554427425	g21771	TMM19_XENTR	Transmembrane protein 19	TRUE
Apoly001707	615.035162197373	0.934067113827116	0.288521168531566	3.23743009423215	0.00120611485283423	0.044662705147411	g22026	B2MG_ICTPU	Beta-2-microglobulin	TRUE
Apoly001713	474.334257759568	0.635604498715275	0.194849290344452	3.26203137610438	0.0011061689936588	0.044662705147411	g22033	DEOC_HUMAN	Deoxyribose-phosphate aldolase	TRUE
Apoly001796	928.543516262831	0.643308327831546	0.182102201603071	3.53267737659629	0.000411374157968341	0.0422007710357574	g24186	RAB1A_RAT	Ras-related protein Rab-1A	TRUE
Apoly001851	325.424275854053	0.596088257506591	0.183548504887735	3.24757893218024	0.00116391375618968	0.044662705147411	g24271	TRM1_HUMAN	tRNA (guanine(26)-N(2))-dimethyltransferase	TRUE
Apoly001916	242.701749541433	0.760100496413168	0.226998968545658	3.3484755515983	0.000812574497567002	0.0432818592153558	g24367	REXO5_HUMAN	RNA exonuclease 5 {ECO:0000312|HGNC:HGNC:24661}	TRUE
Apoly002041	246.495892887887	0.568870761286805	0.182689780835776	3.11386197237916	0.0018465585197575	0.0465881683551307	g24555	NOCT_XENLA	Nocturnin {ECO:0000303|PubMed:8962150}	TRUE
Apoly002092	2683.22003381447	0.515438945539745	0.166399898072472	3.09759171436065	0.00195100016020449	0.0467670845124762	g24620	PRDX1_CHICK	Peroxiredoxin-1	TRUE
Apoly002188	191.251661239799	0.605161706435347	0.185491715640315	3.26247295921728	0.0011044470901389	0.044662705147411	g24737	SPHM_HUMAN	N-sulphoglucosamine sulphohydrolase	TRUE
Apoly002234	86.11797221535	0.997749877811592	0.255575679902353	3.90393122770053	9.4642684781915e-05	0.0406543544478739	g24787	MYBPP_RAT	MYCBP-associated protein	TRUE
Apoly002243	21443.9331263818	0.579047195408083	0.161252963644505	3.59092436083618	0.000329507260987793	0.0422007710357574	g24796	TBB4B_MOUSE	Tubulin beta-4B chain	TRUE
Apoly002326	1530.07788321947	0.649435971824526	0.197682915008117	3.28524076953166	0.00101895258225392	0.044662705147411	g24899	TUSC3_MOUSE	Tumor suppressor candidate 3	TRUE
Apoly002388	1062.43075672396	0.618563853783949	0.184359050801551	3.35521283655222	0.0007930394424376	0.0432818592153558	g24970	DX39A_MOUSE	ATP-dependent RNA helicase DDX39A	TRUE
Apoly002530	133.11978436824	0.697789183428982	0.218506784833851	3.193444011176	0.0014058659701987	0.0451691210352357	g25147	RPA49_HUMAN	DNA-directed RNA polymerase I subunit RPA49	TRUE
Apoly002593	322.124796565592	0.560947275662598	0.162432485719958	3.45341803504565	0.000553530488803838	0.0422007710357574	g25230	MET14_DANRE	N6-adenosine-methyltransferase non-catalytic subunit	TRUE
Apoly002698	310.600844949594	0.706852846988002	0.20479851129984	3.45145500571105	0.00055757271498392	0.0422007710357574	g25385	HEMGN_HUMAN	Hemogen	TRUE
Apoly002715	96.7088166228454	0.749637440666681	0.240187663423916	3.1210488914396	0.00180208112481067	0.0464037692966429	g25405	AIMP1_MOUSE	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	TRUE
Apoly002836	304.12743325487	0.762835408082379	0.243986013828201	3.12655383853076	0.00176868116621952	0.0464037692966429	g25607	ANXA5_CHICK	Annexin A5	TRUE
Apoly002852	1118.93344596508	0.528427951021582	0.148159270145099	3.56662091075414	0.000361614002504195	0.0422007710357574	g25630	SNUT1_HUMAN	U4/U6.U5 tri-snRNP-associated protein 1	TRUE
Apoly002922	2528.27077897478	0.627028389648501	0.183377490784499	3.41933127651621	0.000627752498014007	0.0422007710357574	g25728	ILF2_DANRE	Interleukin enhancer-binding factor 2 homolog	TRUE
Apoly002954	1247.91182826397	0.826760596223904	0.268448703249026	3.07977124201997	0.00207159641318893	0.0479820061141253	g25786	SPCS3_MOUSE	Signal peptidase complex subunit 3 {ECO:0000312|MGI:MGI:1923937}	TRUE
Apoly002982	388.145780255013	0.537022085839599	0.154395225302445	3.47822987911463	0.000504736865126785	0.0422007710357574	g25857	NU133_HUMAN	Nuclear pore complex protein Nup133	TRUE
Apoly002992	369.14938224353	0.579593158153995	0.17980827554101	3.22339534379108	0.00126680580479592	0.044662705147411	g25868	RM45_XENLA	39S ribosomal protein L45, mitochondrial	TRUE
Apoly003023	1146.56282679442	0.599670979510983	0.185855512163015	3.22654395628044	0.0012529498503546	0.044662705147411	g25957	TOM20_RAT	Mitochondrial import receptor subunit TOM20 homolog	TRUE
Apoly003043	194.589261995952	0.621258877949554	0.20160869307574	3.08150838374892	0.00205954676765127	0.0479355324100168	g25989	No_ID	No_Description	TRUE
Apoly003102	12619.9923109955	0.597734650376496	0.183223922634633	3.26231772457159	0.00110505212741406	0.044662705147411	g26077	MDHC_RAT	Malate dehydrogenase, cytoplasmic	TRUE
Apoly003238	531.580051879317	-0.554258326518054	0.159444388785714	-3.47618583970962	0.000508599720171237	0.0422007710357574	g38253	ITPR3_MOUSE	Inositol 1,4,5-trisphosphate receptor type 3	TRUE
Apoly003337	12410.5088465697	0.63803633388621	0.18851424051612	3.38455244622037	0.000712943973323769	0.0424794610532869	g38440	TBA1A_RAT	Tubulin alpha-1A chain	TRUE
Apoly003342	588.478686472988	0.689464166305758	0.21481362539415	3.20959233866426	0.00132923344516403	0.0448275506509634	g38446	KANL2_PONAB	KAT8 regulatory NSL complex subunit 2	TRUE
Apoly003495	1129.51796382411	0.517671326606207	0.153674970996281	3.36861183867563	0.000755477403211651	0.0432818592153558	g38697	MK13_BOVIN	Mitogen-activated protein kinase 13	TRUE
Apoly003533	1059.50096554832	0.6062041618246	0.192760646624994	3.14485436959515	0.00166169525639097	0.045634801287426	g38744	NDUBB_CRIGR	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	TRUE
Apoly003576	249.513791575927	0.554683605863827	0.167438888010949	3.3127525657454	0.000923826713345632	0.0445240928445433	g38820	ADRM1_DANRE	Proteasomal ubiquitin receptor ADRM1	TRUE
Apoly003754	704.004952504356	0.671445876267736	0.181841317831263	3.69248245819905	0.000222075663120807	0.0421262489205083	g39067	PQBP1_RAT	Polyglutamine-binding protein 1	TRUE
Apoly003755	303.499717052224	0.65432240685871	0.20232522095082	3.23401305968552	0.00122063873811592	0.044662705147411	g39068	GPKOW_DANRE	G-patch domain and KOW motifs-containing protein	TRUE
Apoly003805	275.884751214122	0.567450951898803	0.161905707698331	3.50482364065942	0.000456909844622883	0.0422007710357574	g39123	GUC1B_LITPI	Guanylyl cyclase-activating protein 2	TRUE
Apoly004108	257.464321810557	-0.516943261281919	0.143942444960131	-3.59131916527541	0.000329008425280919	0.0422007710357574	g39512	ACVL1_PONAB	Serine/threonine-protein kinase receptor R3	TRUE
Apoly004134	1154.32178190619	0.631292545386771	0.197358025218387	3.19871738019374	0.00138040419953912	0.0451121134981802	g39549	SRGP3_HUMAN	SLIT-ROBO Rho GTPase-activating protein 3	TRUE
Apoly004164	58.536074090456	1.49624952860038	0.468844965114427	3.19135245109267	0.00141608419230566	0.0451691210352357	g39589	LRMP_HUMAN	Lymphoid-restricted membrane protein	TRUE
Apoly004238	1112.0025546741	0.566459227635456	0.166939064375385	3.39320955077175	0.000690787719982352	0.0423179462756268	g39697	6PGD_HUMAN	6-phosphogluconate dehydrogenase, decarboxylating	TRUE
Apoly004271	155.176287559837	0.863422044824123	0.219056178502589	3.94155531574709	8.09549597585991e-05	0.0406543544478739	g39748	No_ID	No_Description	TRUE
Apoly004315	757.781799852341	0.638975598574672	0.189409448225131	3.37351491471105	0.00074215025820299	0.0431834910403154	g39820	TGM2_CHICK	Protein-glutamine gamma-glutamyltransferase 2	TRUE
Apoly004471	138.739991916493	0.813020197673949	0.2461629826254	3.30277196434189	0.000957342042994941	0.044662705147411	g15588	NUDT7_HUMAN	Peroxisomal coenzyme A diphosphatase NUDT7	TRUE
Apoly004472	859.913322634593	0.54318393739135	0.170519949054193	3.18545683601348	0.00144525661932781	0.0451691210352357	g15589	HPRT_CHICK	Hypoxanthine-guanine phosphoribosyltransferase	TRUE
Apoly004473	1317.19938077995	0.685936625457341	0.184622527028222	3.71534631498402	0.000202925573266857	0.0419361554427425	g15590	PSMD7_BOVIN	26S proteasome non-ATPase regulatory subunit 7	TRUE
Apoly004485	281.295815883742	0.658399728900217	0.183097812566126	3.59589074097996	0.000323283474454739	0.0422007710357574	g15605	F185A_HUMAN	Protein FAM185A	TRUE
Apoly004509	401.121542949422	0.518591360107149	0.158642441798934	3.26893203499994	0.00107954228986879	0.044662705147411	g15637	RPC2_MOUSE	DNA-directed RNA polymerase III subunit RPC2	TRUE
Apoly004536	176.720981032351	0.686129323642536	0.217658352335504	3.15232251039427	0.00161977261127024	0.045634801287426	g15684	CIB1_MOUSE	Calcium and integrin-binding protein 1	TRUE
Apoly004676	226.412865842595	0.84588815921397	0.268916487654455	3.14554219635985	0.00165779278628268	0.045634801287426	g15877	DDX11_DANRE	ATP-dependent DNA helicase DDX11 {ECO:0000305}	TRUE
Apoly004778	267.162080577603	0.787110736127766	0.211799379719457	3.71630331104061	0.000202158880109741	0.0419361554427425	g16013	STML1_HUMAN	Stomatin-like protein 1	TRUE
Apoly004796	681.295068193994	0.514297893216846	0.16071875930262	3.19998670627159	0.00137433926402208	0.0450941180546822	g16032	SNPC5_MOUSE	snRNA-activating protein complex subunit 5	TRUE
Apoly004832	666.36759521641	0.507532155827823	0.132636229483834	3.82649716297673	0.00012997964684216	0.0419361554427425	g16085	INCEA_XENLA	Inner centromere protein A	TRUE
Apoly004875	1866.55337036866	0.787766803676917	0.209397512080602	3.76206381751894	0.000168517032837979	0.0419361554427425	g16131	RLP24_DANRE	Probable ribosome biogenesis protein RLP24	TRUE
Apoly004937	3697.37730139933	0.589666260187694	0.189871499817806	3.10560700659928	0.0018988890094967	0.0465881683551307	g16204	ENPL_RAT	Endoplasmin {ECO:0000250|UniProtKB:P08113}	TRUE
Apoly005072	3105.51532220336	0.803637044646099	0.255206870973841	3.14896319828502	0.00163850828044466	0.045634801287426	g16404	RABP1_TAKRU	Cellular retinoic acid-binding protein 1	TRUE
Apoly005096	103.162308171939	0.862797137985769	0.248579374058495	3.47091202258292	0.000518693910811493	0.0422007710357574	g16438	CALC1_ONCKE	Calcitonin-1	TRUE
Apoly005102	455.989980427115	0.631440393687887	0.207599343626843	3.04163001027062	0.00235300925717303	0.0498977400106292	g16447	SMAP_DANRE	Small acidic protein	TRUE
Apoly005138	738.292117829631	0.644103785346647	0.178007521036946	3.61840770319452	0.000296421174814443	0.0422007710357574	g16494	PSA4_HUMAN	Proteasome subunit alpha type-4	TRUE
Apoly005189	104.11648650754	0.631425876671099	0.194796350605489	3.24146666356134	0.00118916341552153	0.044662705147411	g16576	PDD2L_CHICK	Programmed cell death protein 2-like	TRUE
Apoly005271	457.05064341466	0.730285120260166	0.226875445909422	3.21888125589283	0.00128691765218796	0.0447786066193327	g16715	YCP8_SCHPO	Uncharacterized oxidoreductase C663.08c	TRUE
Apoly005364	218.407229390973	0.626091010817885	0.191988210690496	3.26109092097955	0.00110984446864821	0.044662705147411	g16861	EXOS6_DANRE	Exosome complex component MTR3	TRUE
Apoly005393	351.896186901657	0.748634477843595	0.214557400380037	3.48920371200233	0.000484461795002448	0.0422007710357574	g16916	KLDC4_MOUSE	Kelch domain-containing protein 4	TRUE
Apoly005400	156.353470507029	0.858430346048756	0.241533547145625	3.55408329895968	0.000379299057170856	0.0422007710357574	g16923	USB1_DANRE	U6 snRNA phosphodiesterase {ECO:0000255|HAMAP-Rule:MF_03040}	TRUE
Apoly005422	358.606081061662	0.541213668774581	0.163144833352371	3.31738160291985	0.000908654178863575	0.0442388915546969	g16958	ARP6_CHICK	Actin-related protein 6	TRUE
Apoly005429	3420.09516299611	0.650242162447328	0.181047883383701	3.59154799434605	0.000328719623180009	0.0422007710357574	g16976	DGKZ_HUMAN	Diacylglycerol kinase zeta	TRUE
Apoly005471	59.3367429866733	0.50812238297432	0.157420298762512	3.22780725845836	0.00124742993557973	0.044662705147411	g17057	No_ID	No_Description	TRUE
Apoly005568	250.401809007718	0.806817716290026	0.251253826163907	3.21116588992238	0.00132197596364394	0.0448135028458104	g17220	PIGY_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y	TRUE
Apoly005594	449.946361635827	0.826338900983556	0.258075870669825	3.20192236042381	0.00136513786316048	0.0450920268707831	g17270	NU160_MOUSE	Nuclear pore complex protein Nup160	TRUE
Apoly005679	705.303298284895	0.537503122503873	0.166348818510411	3.23118088434294	0.00123279896557057	0.044662705147411	g11679	NACC2_MOUSE	Nucleus accumbens-associated protein 2	TRUE
Apoly005690	56.6140865901241	0.797148450379255	0.246575075012374	3.23288333315624	0.00122547598824264	0.044662705147411	g11698	KAZD1_MOUSE	Kazal-type serine protease inhibitor domain-containing protein 1	TRUE
Apoly005789	155.383402230406	0.714986750395594	0.229080592505763	3.1211144627086	0.00180167989829778	0.0464037692966429	g11857	PTH_MOUSE	Probable peptidyl-tRNA hydrolase	TRUE
Apoly005809	607.049518970026	0.586895059372462	0.174359529905148	3.36600505686001	0.0007626531023812	0.0432818592153558	g11897	SNF5_TETFL	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	TRUE
Apoly005854	381.110696498066	0.544079530960423	0.171482858147178	3.17279252771409	0.0015098037444256	0.045634801287426	g12022	PPIL2_HUMAN	RING-type E3 ubiquitin-protein ligase PPIL2 {ECO:0000305}	TRUE
Apoly005870	2423.34025309792	0.643800744036348	0.181056280268215	3.55580454366248	0.000376824157360251	0.0422007710357574	g12059	CATL1_BOVIN	Cathepsin L1	TRUE
Apoly006008	153.617065026696	0.554848436706914	0.176010874705992	3.15235315791555	0.00161960259420701	0.045634801287426	g12252	ARL15_BOVIN	ADP-ribosylation factor-like protein 15	TRUE
Apoly006009	538.972021090769	0.738870147123837	0.219970060681904	3.35895778195156	0.000782370189174447	0.0432818592153558	g12254	NDUS4_PANTR	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	TRUE
Apoly006058	646.375351576263	0.588807058397688	0.183003119246217	3.21747006730248	0.00129326520737877	0.0447786066193327	g12316	PCNA_HAPBU	Proliferating cell nuclear antigen	TRUE
Apoly006068	373.133367261966	0.864289574951777	0.240294536750075	3.59679244747335	0.000322165339931695	0.0422007710357574	g12328	No_ID	No_Description	TRUE
Apoly006166	733.60569008591	1.25841254132189	0.332630726438007	3.78321195638677	0.000154817467632636	0.0419361554427425	g12463	HSPL_MULSU	Protamine-like protein	TRUE
Apoly006194	828.792302468074	0.582979082761461	0.167247212533342	3.48573273019566	0.000490791095527586	0.0422007710357574	g12496	NAA35_DANRE	N-alpha-acetyltransferase 35, NatC auxiliary subunit	TRUE
Apoly006226	254.087191844285	0.560267378333759	0.175111390408482	3.19949134677548	0.00137670319895879	0.0450941180546822	g12535	TF2H3_BOVIN	General transcription factor IIH subunit 3	TRUE
Apoly006227	336.311729241898	0.559129780219256	0.178134794598484	3.13880161076635	0.00169640255782778	0.0457691216013619	g12536	PSMD9_RAT	26S proteasome non-ATPase regulatory subunit 9	TRUE
Apoly006264	406.243634542559	0.670846161751772	0.21187320004397	3.16626247025368	0.00154411397090156	0.045634801287426	g12582	SNUT2_HUMAN	U4/U6.U5 tri-snRNP-associated protein 2	TRUE
Apoly006275	478.294488471456	0.634937172183579	0.181911172927055	3.49036929379914	0.000482353499083194	0.0422007710357574	g12598	TCO2_BOVIN	Transcobalamin-2	TRUE
Apoly006351	1643.1005393973	0.557900819744106	0.180209398651416	3.09584751915891	0.0019625125297454	0.0467670845124762	g12690	TFP11_DANRE	Tuftelin-interacting protein 11	TRUE
Apoly006412	305.013589901945	0.532682299886287	0.162098218483783	3.28616998304382	0.00101559702574084	0.044662705147411	g12774	WDR54_MOUSE	WD repeat-containing protein 54	TRUE
Apoly006455	70.5048002701419	0.85659413941013	0.269014310038872	3.1841954403331	0.0014515697049244	0.0451691210352357	g12834	CI085_MOUSE	Uncharacterized protein C9orf85 homolog	TRUE
Apoly006523	181.772346275988	0.607862260049984	0.194921288059613	3.11850114526271	0.00181773435537991	0.0465086597523357	g12931	TM230_CHICK	Transmembrane protein 230	TRUE
Apoly006549	1299.58768623992	0.582296498353856	0.153231691637764	3.80010487471738	0.000144634864348015	0.0419361554427425	g12967	NONO_RAT	Non-POU domain-containing octamer-binding protein	TRUE
Apoly006588	231.702183064873	0.624616558948605	0.182699119384823	3.4188263252269	0.000628918546657658	0.0422007710357574	g13032	ASB6_PONAB	Ankyrin repeat and SOCS box protein 6	TRUE
Apoly006707	183.81152840259	0.642398598126634	0.193374992737153	3.32203553848259	0.000893633111728265	0.0442388915546969	g13230	IR3IP_XENLA	Immediate early response 3-interacting protein 1	TRUE
Apoly006848	553.823523285294	0.535527572658513	0.161433868183962	3.31731859418901	0.000908859142256372	0.0442388915546969	g13476	NELFB_HUMAN	Negative elongation factor B	TRUE
Apoly006860	53.321601117309	-1.46279117738287	0.306551674146576	-4.77176052440491	1.82622562473497e-06	0.0130702967962282	g13496	PLPL7_MOUSE	Patatin-like phospholipase domain-containing protein 7	TRUE
Apoly006879	848.141057654877	1.03340686238768	0.270255902581959	3.8238086662114	0.00013140590285195	0.0419361554427425	g13522	USMG5_HUMAN	Up-regulated during skeletal muscle growth protein 5 {ECO:0000305}	TRUE
Apoly006905	102.701857937121	0.803055418135981	0.234108469689541	3.4302706741065	0.000602979425073815	0.0422007710357574	g13578	CYAC3_DANRE	Cytochrome b ascorbate-dependent protein 3	TRUE
Apoly006953	947.902890873796	0.58637029858353	0.186530319798705	3.14356561022526	0.00166902995512096	0.045634801287426	g34438	RLGPB_HUMAN	Ral GTPase-activating protein subunit beta	TRUE
Apoly006984	524.807940490394	0.581179181600941	0.176717061802054	3.2887553452645	0.00100631456297506	0.044662705147411	g34508	IF6_XENLA	Eukaryotic translation initiation factor 6 {ECO:0000255|HAMAP-Rule:MF_03132}	TRUE
Apoly006992	688.318601717837	0.776861786251991	0.245601772222074	3.16309519765823	0.00156101276849465	0.045634801287426	g34533	OSER1_HUMAN	Oxidative stress-responsive serine-rich protein 1	TRUE
Apoly007005	132.130671469014	0.935078258197415	0.253363099949373	3.69066473525254	0.000223668780072561	0.0421262489205083	g34618	HTD2_HUMAN	Hydroxyacyl-thioester dehydratase type 2, mitochondrial {ECO:0000303|PubMed:17898086}	TRUE
Apoly007056	130.840582127411	0.538140412443011	0.176159156243334	3.05485348544507	0.00225170492933258	0.0495098377242189	g34699	NFAC2_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 2	TRUE
Apoly007205	473.865926454622	0.782288082120908	0.187238848563709	4.17802228608946	2.94054848161057e-05	0.0323777007429028	g34906	SAS10_RAT	Something about silencing protein 10	TRUE
Apoly007220	138.672390821385	0.563723398968239	0.183290204131768	3.07557843387514	0.00210094662136142	0.0481254824672259	g34924	CISH_CHICK	Cytokine-inducible SH2-containing protein	TRUE
Apoly007297	170.893679256432	0.592845610924597	0.184302364014914	3.21670106671352	0.00129673633963857	0.0447786066193327	g35009	TRUB2_HUMAN	Mitochondrial mRNA pseudouridine synthase TRUB2	TRUE
Apoly007456	677.244253941573	0.619207638542248	0.182505546523677	3.39281545321098	0.000691782275150326	0.0423179462756268	g35198	RUVB1_DANRE	RuvB-like 1	TRUE
Apoly007500	568.626765789109	0.535731224640206	0.135016261462461	3.96790148710463	7.25082930957862e-05	0.0406543544478739	g35246	MET7A_HUMAN	Methyltransferase-like protein 7A	TRUE
Apoly007602	3079.45390759089	-0.707363531326732	0.205865819608201	-3.43604165408794	0.000590280210107521	0.0422007710357574	g35364	PER3_HUMAN	Period circadian protein homolog 3	TRUE
Apoly007608	564.634271415722	0.840623193558566	0.228835236818442	3.67348667646633	0.000239263158382449	0.0421537313453424	g35371	SPCS1_PIG	Signal peptidase complex subunit 1	TRUE
Apoly007701	832.1303650416	0.64831554774409	0.187482553171676	3.45800468777718	0.000544191915246665	0.0422007710357574	g35487	GLRX1_RAT	Glutaredoxin-1	TRUE
Apoly007717	190.765567270783	0.626602568252655	0.202746155734739	3.09057681504188	0.00199768124972743	0.0470309365273	g35504	LYAR_RAT	Cell growth-regulating nucleolar protein	TRUE
Apoly007724	1463.98025098178	0.72869656958499	0.186975848442537	3.89727644321368	9.72805529609703e-05	0.0406543544478739	g35511	PSMD6_MOUSE	26S proteasome non-ATPase regulatory subunit 6	TRUE
Apoly007729	135.754608975529	0.764777606885857	0.222093270213742	3.44349743758483	0.00057424203554706	0.0422007710357574	g35519	SAMC_DANRE	S-adenosylmethionine mitochondrial carrier protein	TRUE
Apoly007748	289.138993709401	0.603613758607649	0.177051739406429	3.40925065538063	0.000651415968553027	0.0422007710357574	g35553	HMCES_XENLA	Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein	TRUE
Apoly007785	912.224923435868	0.556164704790646	0.171553369927079	3.2419340117134	0.00118721508535296	0.044662705147411	g35617	RAE1L_DANRE	mRNA export factor	TRUE
Apoly007787	990.564967081988	0.728303693914583	0.193907736841591	3.75592900921512	0.000172699646502632	0.0419361554427425	g35620	TADA3_DANRE	Transcriptional adapter 3	TRUE
Apoly007867	450.576662292926	0.688768344946473	0.196926031830445	3.49759926884379	0.000469465960505849	0.0422007710357574	g35741	FBX2_BOVIN	F-box only protein 2	TRUE
Apoly007958	118.991511016683	0.767577941210455	0.228837010142868	3.3542561176238	0.000795786683011274	0.0432818592153558	g35891	ATRIP_MOUSE	ATR-interacting protein	TRUE
Apoly008002	165.790803744439	0.675935381787094	0.199763372494765	3.38368026803716	0.000715212387441816	0.0424794610532869	g35956	DHRS3_HUMAN	Short-chain dehydrogenase/reductase 3	TRUE
