Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein
Apoly000147	650.16020261865	-0.883448242534512	0.188140253954415	-4.69568964623895	2.65708713615107e-06	4.27549475544309e-05	g19362	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1
Apoly000151	3779.44007826043	0.886541089449066	0.196273057307143	4.51687613986538	6.2758589321594e-06	8.34812460664425e-05	g19366	PININ_PONAB	Pinin
Apoly000152	46.2298242856703	-0.73994593435388	0.258906034669601	-2.8579709827859	0.00426359378496263	0.0134392470869823	g19367	FBX33_HUMAN	F-box only protein 33
Apoly000154	329.909577218101	-0.853579255720037	0.193711588215308	-4.40644394888391	1.05081483879088e-05	0.000124244618361234	g19369	DAAM2_HUMAN	Disheveled-associated activator of morphogenesis 2
Apoly000165	126.457990279115	-0.671853111404683	0.154325971450949	-4.35346756665793	1.34000928008988e-05	0.00014888615334567	g19385	CRBG1_HUMAN	Beta/gamma crystallin domain-containing protein 1 {ECO:0000312|HGNC:HGNC:356}
Apoly000167	73.833143144721	-0.519442803963597	0.188277416405557	-2.75892251912304	0.00579922829413246	0.0171877263983739	g19387	PXDN_XENTR	Peroxidasin
Apoly000168	566.213473308302	-0.857588747466343	0.146072306915971	-5.87098790710327	4.33205873040043e-09	3.58352547714768e-07	g19388	MYT1L_MOUSE	Myelin transcription factor 1-like protein {ECO:0000303|PubMed:9373037}
Apoly000175	25.3477059659167	0.556027815216562	0.214654453904664	2.59033905470937	0.00958814445742598	0.0257234977690404	g19401	TEDC1_MOUSE	Tubulin epsilon and delta complex protein 1 {ECO:0000305}
Apoly000176	133.938966592469	0.557417950215267	0.136237222590256	4.0915246187288	4.28546441421619e-05	0.000364719603953221	g19402	DNAL1_BOVIN	Dynein light chain 1, axonemal
Apoly000181	31.8808330511123	-1.39840763983789	0.247855458951597	-5.64202880885904	1.6805797003732e-08	1.0005560416131e-06	g19408	DAPLE_HUMAN	Protein Daple
Apoly000182	17.179827458501	-0.682641113681616	0.231714788429236	-2.9460403382501	0.00321870421497927	0.0107748989115177	g19409	DAPLE_MOUSE	Protein Daple
Apoly000188	566.21708482253	0.532519278743116	0.136391245763591	3.90435086769526	9.44786296471384e-05	0.000670116114323945	g19415	SLIRP_HUMAN	SRA stem-loop-interacting RNA-binding protein, mitochondrial
Apoly000190	54.8701055530107	-0.687912280810905	0.281548865182833	-2.44331398872515	0.0145530695531636	0.0358705504341995	g19418	NR3AA_DANRE	Neurexin-3a
Apoly000192	6.96187268645845	-1.07810886103464	0.367319502420997	-2.93507111364585	0.00333471252923141	0.011068946960941	g19421	IOD2_FUNHE	Type II iodothyronine deiodinase
Apoly000193	7.0544739712886	-1.04861190414708	0.376087687852734	-2.78821120184527	0.0052999978804333	0.0159854249857036	g19422	IOD2_FUNHE	Type II iodothyronine deiodinase
Apoly000195	413.925049152886	-0.644040166598511	0.237712523613448	-2.70932366881016	0.00674205321357825	0.0194367013187339	g19427	BC11B_HUMAN	B-cell lymphoma/leukemia 11B
Apoly000203	140.686465159262	0.734649080110088	0.205950674867304	3.56711178821546	0.000360937530682602	0.00189709461351554	g19496	ADH1_GADMC	Alcohol dehydrogenase 1
Apoly000205	28.4930358303033	0.83249083836055	0.318596449661044	2.61299471242143	0.00897526908046913	0.0244572970352256	g19499	ADH1_GADMC	Alcohol dehydrogenase 1
Apoly000212	445.293353286944	-0.655658763080868	0.229426368508311	-2.85781781468208	0.00426565225806026	0.0134415109602044	g19507	LIGO2_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2
Apoly000215	9.95997747996756	-0.708967414321952	0.255665961991788	-2.77302230143848	0.00555383144639161	0.0165880398946877	g19511	No_ID	No_Description
Apoly000224	128.288457634947	-0.581134039896576	0.185843215932165	-3.12701239580732	0.00176592481550801	0.0066875722533319	g19525	SRTD4_HUMAN	SERTA domain-containing protein 4
Apoly000226	299.594880821597	-0.599735237553839	0.196240068569279	-3.05613039134316	0.00224213726719981	0.0080872536972048	g19527	ASPP1_HUMAN	Apoptosis-stimulating of p53 protein 1
Apoly000233	162.451922479461	-0.982847915360424	0.268828876679167	-3.65603549552231	0.00025614590291373	0.00144653594554356	g19543	FNDC5_DANRE	Fibronectin type III domain-containing protein 5
Apoly000240	62.9003308436607	0.634681193563199	0.1704488002911	3.72358850563491	0.000196410962199068	0.0011804485085118	g19550	RHAG_BOVIN	Ammonium transporter Rh type A
Apoly000241	1681.24170877688	0.574961765998453	0.157217244119822	3.65711642649231	0.000255068543210867	0.00144253918144352	g19551	TM50A_MOUSE	Transmembrane protein 50A
Apoly000242	8789.94638829157	1.31048201104394	0.235870969654172	5.55592751819069	2.76141450221097e-08	1.47028484349428e-06	g19552	RSRP1_DANRE	Arginine/serine-rich protein 1
Apoly000246	8541.76702130051	0.793298685393546	0.159576265162657	4.9712824434444	6.65114709129233e-07	1.53554743716358e-05	g19562	TDH_BOVIN	L-threonine 3-dehydrogenase, mitochondrial {ECO:0000305}
Apoly000249	26.3561219085904	0.565433471877913	0.23443167246105	2.41193293526436	0.0158682000453369	0.0383601263966055	g19565	LCK_CHICK	Proto-oncogene tyrosine-protein kinase LCK
Apoly000253	225.048540835155	0.625746366257085	0.236749457128005	2.64307413350797	0.00821570448762267	0.0227664239870695	g19569	PABP4_HUMAN	Polyadenylate-binding protein 4
Apoly000254	185.26602194633	0.574482706096953	0.217123134183433	2.64588436537403	0.00814776634372276	0.0226132455650687	g19570	PPIE_MOUSE	Peptidyl-prolyl cis-trans isomerase E
Apoly000259	176.573851320954	0.605461740384317	0.194675835258073	3.11010218387755	0.00187022632084302	0.00701093999725299	g19575	GALE_BOVIN	UDP-glucose 4-epimerase {ECO:0000250|UniProtKB:Q14376}
Apoly000262	273.640619219228	-1.0341486969399	0.162051106289487	-6.38162071595184	1.75223514540956e-10	2.89295494973628e-08	g19578	RGPA2_MOUSE	Ral GTPase-activating protein subunit alpha-2
Apoly000268	57.5904416352232	-0.608642949253644	0.259234360346136	-2.34784828847908	0.0188822104960178	0.0441116277782713	g19592	FOXA2_ORYLA	Hepatocyte nuclear factor 3-beta
Apoly000270	186.923239722193	0.516580499290676	0.175583975319705	2.94207087150225	0.00326025303089854	0.0108750749232706	g19595	MOCS3_DANRE	Adenylyltransferase and sulfurtransferase MOCS3 {ECO:0000255|HAMAP-Rule:MF_03049}
Apoly000283	45.8639404252127	0.938243039968687	0.177710346347716	5.27961966903648	1.29452309830707e-07	4.46201672148051e-06	g19613	CD109_HUMAN	CD109 antigen
Apoly000285	95.4427473198436	0.599810574117063	0.245707404710526	2.44115790821898	0.0146402516210972	0.0360266813125873	g19616	No_ID	No_Description
Apoly000290	1233.37382177389	-0.540369755257565	0.212689053947926	-2.54065616084722	0.0110644670870187	0.028784902656072	g19623	KBTBB_HUMAN	Kelch repeat and BTB domain-containing protein 11
Apoly000291	246.679763659014	-0.954160759520891	0.188311084447442	-5.06693890229919	4.04263967408429e-07	1.07165777915349e-05	g19625	ARI1A_MOUSE	AT-rich interactive domain-containing protein 1A
Apoly000296	738.939931047102	0.562959881272688	0.195739360450363	2.87606887024365	0.0040266184556733	0.0128326787115908	g19630	IFI27_HUMAN	Interferon alpha-inducible protein 27, mitochondrial {ECO:0000305}
Apoly000305	99.7776159445219	-0.640716237301894	0.210605068382195	-3.042264092805	0.00234805787393377	0.00838747284479587	g19640	NLS1B_DANRE	Sodium-dependent lysophosphatidylcholine symporter 1-B
Apoly000323	44.1710551131358	0.662541883073865	0.170698036247223	3.88136792689462	0.000103870556869881	0.000720773460795599	g19663	BUB1B_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta
Apoly000330	37.3017338497873	0.592370848102857	0.179848626441728	3.2937190559795	0.000988712669962914	0.00420459693219943	g19671	PLD4_HUMAN	Phospholipase D4
Apoly000334	46.2764943289876	-0.619935271386698	0.237651327661023	-2.60859166026184	0.00909156594125339	0.0247125063707534	g19677	ZB182_XENLA	Zinc finger and BTB domain-containing protein 18.2
Apoly000338	219.140411131976	0.5778967221091	0.172286780146215	3.35427199706592	0.000795741012831345	0.00353069205466431	g19681	DJC17_RAT	DnaJ homolog subfamily C member 17
Apoly000343	85.1195392954441	-0.547031493723384	0.18882014176092	-2.8971035008332	0.00376625479500894	0.0121623287241191	g19691	CRIM1_CHICK	Cysteine-rich motor neuron 1 protein
Apoly000346	45.5471313530736	0.6202178545428	0.206106953289124	3.00920393341978	0.00261933231827016	0.00915857306585758	g19694	RHGBA_MOUSE	Rho GTPase-activating protein 11A
Apoly000349	150.179025475793	-0.554344131034266	0.147706373418438	-3.75301429589542	0.000174720886808016	0.00108117835058806	g19697	FMN1_HUMAN	Formin-1
Apoly000354	193.918352872977	0.657832920011242	0.167801002231543	3.92031579825442	8.84330082438792e-05	0.000635262637282448	g19707	ACP7_DANRE	Acid phosphatase type 7 {ECO:0000305}
Apoly000355	60.328135114829	-0.775402396206555	0.260091947165515	-2.98126260600107	0.00287062514615587	0.00985482653267942	g19710	TSP1_XENLA	Thrombospondin-1
Apoly000356	21.5107900417103	0.766821701748974	0.297097146801573	2.58104700770191	0.00985011682459014	0.0263192228005879	g19712	FSIP1_HUMAN	Fibrous sheath-interacting protein 1
Apoly000360	10.685270754115	0.695140933881169	0.281294015881477	2.47122546031718	0.0134650896256688	0.0338124509043346	g19716	RAB15_RAT	Ras-related protein Rab-15
Apoly000361	294.934626089367	-0.581443420526055	0.140014285387893	-4.15274354981162	3.28512822941748e-05	0.000295932665398281	g19718	SI1L1_HUMAN	Signal-induced proliferation-associated 1-like protein 1
Apoly000372	99.9158243675811	0.821095579161965	0.282435416966109	2.90719764533105	0.00364682699955197	0.0118558850006355	g19733	LIN52_ONCMY	Protein lin-52 homolog
Apoly000376	115.078721503238	-0.510087688050683	0.138576037228556	-3.68092275008113	0.000232391410516837	0.00134922991797408	g19739	AREL1_MOUSE	Apoptosis-resistant E3 ubiquitin protein ligase 1
Apoly000377	61.3772947922227	-0.761350458311355	0.188338091458538	-4.04246667477228	5.28918317210576e-05	0.000427112954304816	g19740	AREL1_HUMAN	Apoptosis-resistant E3 ubiquitin protein ligase 1
Apoly000378	235.803027414132	0.567194626627293	0.146077805433263	3.88282549114841	0.000103249669469924	0.000717561463061759	g19741	FCF1_PONAB	rRNA-processing protein FCF1 homolog
Apoly000387	16.7867409541581	-0.837799054389645	0.253188831216783	-3.30898898803444	0.000936335197906689	0.00402542180159141	g19754	ERR2_HUMAN	Steroid hormone receptor ERR2 {ECO:0000305}
Apoly000392	291.307857498733	-0.713951040800549	0.11248301281794	-6.34718988151676	2.19283415850927e-10	3.36582911814309e-08	g19768	TTLL5_HUMAN	Tubulin polyglutamylase TTLL5
Apoly000398	179.137178540707	0.530196993111219	0.192014188054692	2.7612386276383	0.00575825864887189	0.0170869215638704	g19774	MLH3_HUMAN	DNA mismatch repair protein Mlh3
Apoly000399	820.767062949357	0.929963674367862	0.263870027153936	3.52432477609646	0.000424563514957711	0.00215763046517697	g19775	ACYP1_PIG	Acylphosphatase-1
Apoly000402	68.267976811936	1.06676706601469	0.260380751525848	4.0969505609127	4.18628263835801e-05	0.000358691212367291	g19779	CLC4M_SYMSY	C-type lectin domain family 4 member M
Apoly000406	1279.81005527614	0.828883029876011	0.186701313224316	4.43962078017166	9.0117528806141e-06	0.000110727897964619	g19783	ISCA2_MOUSE	Iron-sulfur cluster assembly 2 homolog, mitochondrial
Apoly000411	48.6912161780752	1.33430365468569	0.195026180619706	6.84166428551215	7.82783636887001e-12	2.90176417243753e-09	g19788	ACBP4_ARATH	Acyl-CoA-binding domain-containing protein 4
Apoly000412	572.110480377841	1.48200225588641	0.241447107725542	6.13799962172683	8.35670615936072e-10	9.4904165267607e-08	g19789	MAAI_MOUSE	Maleylacetoacetate isomerase
Apoly000413	346.306245750567	0.774934674606612	0.175552900279289	4.4142516208719	1.01360013210351e-05	0.000120985430105939	g19790	MMSA_MOUSE	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial
Apoly000414	41.8577702779304	0.524035253277733	0.175572693846737	2.98471955858455	0.00283838419545626	0.00976178236207194	g19791	BBOF1_DANRE	Basal body-orientation factor 1 {ECO:0000250|UniProtKB:Q8ND07}
Apoly000416	583.831626337866	0.542933645202301	0.124851827062935	4.34862394867974	1.36994385026964e-05	0.000151209476551953	g19793	COQ6_DANRE	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03193}
Apoly000440	222.394778388895	0.611830377667627	0.15868597091778	3.85560471495388	0.000115443900339049	0.000785072139604112	g19834	OTUB2_MOUSE	Ubiquitin thioesterase OTUB2
Apoly000442	179.624541367095	0.510833169599158	0.174660356649986	2.92472304189124	0.00344762913233798	0.0113574060300208	g19836	F181A_HUMAN	Protein FAM181A
Apoly000452	328.15549116927	0.662293412977748	0.132683435227861	4.99153049391865	5.99027231052564e-07	1.42138744063886e-05	g19846	RM35_HUMAN	39S ribosomal protein L35, mitochondrial
Apoly000453	83.5668253401957	0.583298067188696	0.248690660435714	2.34547636878176	0.0190027831569694	0.0443121264653447	g19847	SCUB1_MOUSE	Signal peptide, CUB and EGF-like domain-containing protein 1
Apoly000454	150.627218994301	0.904064784842917	0.266931426212052	3.3868802848441	0.000706922277953822	0.00322474410788531	g19848	CFA99_HUMAN	Cilia- and flagella-associated protein 99 {ECO:0000312|HGNC:HGNC:51180}
Apoly000457	122.131998950782	0.545989202976513	0.224094940200231	2.43641914667357	0.0148334851862018	0.0363519375643391	g19851	TACC3_XENLA	Transforming acidic coiled-coil-containing protein 3
Apoly000467	170.112519730478	-0.735281944007167	0.172596610107212	-4.26011810747866	2.04318907861625e-05	0.000206841993236016	g19861	PPM1A_HUMAN	Protein phosphatase 1A
Apoly000471	254.806453011946	0.549779949491023	0.133889997916528	4.10620627415184	4.02210338448519e-05	0.000349346884151107	g19868	MAT1_HUMAN	CDK-activating kinase assembly factor MAT1
Apoly000473	64.0126961441629	0.895272724969607	0.163505532377629	5.47548888377615	4.36305352784075e-08	2.06556416051776e-06	g19870	S38A6_DANRE	Probable sodium-coupled neutral amino acid transporter 6
Apoly000476	288.281198941685	0.599951211607957	0.18693634716288	3.20938769112255	0.00133018001055504	0.00534438582154907	g19873	HTRA2_MOUSE	Serine protease HTRA2, mitochondrial
Apoly000477	48.9147803738901	0.561054822993703	0.161398651931023	3.47620513728629	0.000508563122818196	0.00247442785389032	g19874	M18BP_HUMAN	Mis18-binding protein 1
Apoly000489	117.227232491145	-0.698597621793417	0.235403709872775	-2.96765765573949	0.00300078347553655	0.0101983035709854	g19887	BAHD1_MOUSE	Bromo adjacent homology domain-containing 1 protein
Apoly000498	21.4532196095637	-1.01019295003151	0.398331309272266	-2.53606213349658	0.0112106841412924	0.0291113284858539	g19896	GRHL1_PONAB	Grainyhead-like protein 1 homolog
Apoly000499	434.190679630813	0.553376998895968	0.153491988784629	3.60525004124112	0.000311852524881783	0.00169066406080364	g19898	KLF11_MOUSE	Krueppel-like factor 11
Apoly000501	33.0653206185501	0.581942906395108	0.253183803139748	2.29849974278922	0.0215333625081601	0.0491308759955663	g19900	KTU_ORYLA	Protein kintoun {ECO:0000255|HAMAP-Rule:MF_03069}
Apoly000511	208.736747210064	-0.512974440843947	0.177203005552641	-2.89484052058902	0.00379351209011967	0.0122302481185726	g19927	RSAD2_SINCH	Radical S-adenosyl methionine domain-containing protein 2
Apoly000512	27.4276872770148	1.26727740490318	0.431743658383534	2.93525424240837	0.0033327449416576	0.0110642852093185	g19928	CMPK2_HUMAN	UMP-CMP kinase 2, mitochondrial
Apoly000515	21.1296845105783	1.08418651198337	0.367932568014057	2.94669895039558	0.00321185731113319	0.0107593112688549	g19946	COL11_DANRE	Collectin-11
Apoly000517	17.766870990518	0.698907536836873	0.238265323714722	2.93331621211353	0.00335362140493071	0.0111241937772537	g19948	IMPG1_CHICK	Interphotoreceptor matrix proteoglycan 1
Apoly000519	57.0366028052983	0.575322537735119	0.196896947229686	2.92194747470609	0.00347850197593968	0.0114208102141188	g19950	5NTD_BOVIN	5'-nucleotidase
Apoly000534	163.819898665532	0.684726586106535	0.224312960528203	3.05255026055637	0.00226905728843187	0.00816187633574165	g19967	ZN593_XENTR	Zinc finger protein 593
Apoly000535	7.05895841796524	-1.02084573471992	0.318200618353666	-3.20818274961771	0.00133576590301452	0.00536134682257944	g19968	No_ID	No_Description
Apoly000536	188.377732376949	-0.545813685144006	0.154782805461337	-3.52631988751712	0.000421377671904597	0.0021469935476944	g19969	RLF_HUMAN	Zinc finger protein Rlf
Apoly000540	13596.6681217995	0.90013188225189	0.141730912594708	6.35099193092687	2.13930931949243e-10	3.33579446032284e-08	g19973	RL13A_HUMAN	60S ribosomal protein L13a
Apoly000547	72.9115819141123	0.535175669145218	0.185524812618544	2.88465818448548	0.0039183884947297	0.0125443341626127	g19988	WDR25_HUMAN	WD repeat-containing protein 25
Apoly000555	93.7602064636731	0.667947659917649	0.160821885512246	4.15333807205478	3.27660101099926e-05	0.000295932665398281	g19998	TM234_MOUSE	Transmembrane protein 234
Apoly000557	316.908302849397	-1.017460850662	0.168581925772729	-6.03540887315331	1.58560689083525e-09	1.58283029557162e-07	g20000	RCAN3_CHICK	Calcipressin-3
Apoly000563	182.696554321217	-0.719953624793872	0.272303068346181	-2.64394238804019	0.00819466027085265	0.0227209272285411	g20010	TRNP1_HUMAN	TMF-regulated nuclear protein 1
Apoly000577	94.4998543342686	-1.69322333319212	0.276528861903233	-6.12313420573305	9.17523488897817e-10	1.0242377264986e-07	g20036	LUZP1_HUMAN	Leucine zipper protein 1
Apoly000578	2718.15230204943	0.626560641634604	0.117854551591977	5.31638899958494	1.05846741715466e-07	3.9016340234217e-06	g20037	KDM1A_MOUSE	Lysine-specific histone demethylase 1A
Apoly000585	84.2958139876709	0.880127677197912	0.223335459845212	3.94083267300188	8.11992541850418e-05	0.000595491506895676	g20045	DPOE2_BOVIN	DNA polymerase epsilon subunit 2
Apoly000587	42.9229717886664	1.01766103038666	0.183358639906256	5.55011223309108	2.85486261840012e-08	1.51231603609785e-06	g20047	No_ID	No_Description
Apoly000599	5.61103427789996	1.1310593711428	0.350049551107099	3.23114075583188	0.00123297206235489	0.00502681097926676	g20064	PSYR_HUMAN	Psychosine receptor
Apoly000603	233.301048328577	-0.959235932463376	0.273071874743841	-3.51275990382825	0.000443478027669947	0.00223010309947055	g20070	SPRE1_HUMAN	Sprouty-related, EVH1 domain-containing protein 1
Apoly000604	977.614668886246	-0.521155894162239	0.146625524986573	-3.5543326730456	0.000378939554763075	0.00197271474097248	g20076	MEIS2_HUMAN	Homeobox protein Meis2
Apoly000608	29.9402516137585	0.69103593051231	0.260452871671631	2.65320910488383	0.00797304611077918	0.022231966639012	g20084	No_ID	No_Description
Apoly000614	129.84387159333	-0.525994429896233	0.160656773123859	-3.27402586065087	0.00106026907478313	0.00444634077102758	g20092	DDHD1_BOVIN	Phospholipase DDHD1
Apoly000619	1920.91045509833	-0.529468755754273	0.181709823774266	-2.91381470058559	0.00357041766181735	0.0116621771906443	g20101	PLB1_MONDO	Phospholipase B1, membrane-associated
Apoly000622	35.9350584575354	1.04830318606888	0.451034756123476	2.32421819346865	0.0201138026909814	0.0464912801729072	g20106	FHL2_HUMAN	Four and a half LIM domains protein 2
Apoly000623	55.1652722364116	0.821669003153438	0.243535610161432	3.37391727890957	0.000741066335913935	0.00334984438830856	g20107	TGFA1_BOVIN	Transforming growth factor-beta receptor-associated protein 1
Apoly000630	42.7085357922409	-0.557156097850923	0.165403326749403	-3.36846972065473	0.000755866990634266	0.00339518033035926	g20116	FYNA_DANRE	Tyrosine-protein kinase fyna
Apoly000632	6.50244174021475	0.996740269648977	0.382272101560947	2.6074104429252	0.0091229931823917	0.0247739387773946	g20119	CIKS_HUMAN	Adapter protein CIKS
Apoly000636	8.75696009856782	0.828384435152775	0.276882238163241	2.99182945301238	0.00277311137245515	0.00958201180700429	g20124	TSEAR_HUMAN	Thrombospondin-type laminin G domain and EAR repeat-containing protein
Apoly000637	465.478108842294	-0.543539232787305	0.138085769674336	-3.93624364095733	8.27669460242104e-05	0.000603832970121672	g20125	SUMO3_DANRE	Small ubiquitin-related modifier 3
Apoly000638	90.932063150465	0.542663851901766	0.192092015717984	2.82502034180571	0.00472776144785118	0.0146047687367818	g20126	No_ID	No_Description
Apoly000639	657.195108848412	-1.09077379846497	0.214667129587858	-5.08123344528414	3.74991936370942e-07	1.01497218181124e-05	g20127	MYO10_HUMAN	Unconventional myosin-X
Apoly000644	2467.58549530614	0.73342954644624	0.171137908258447	4.2856054155964	1.82242205695806e-05	0.000189344929418589	g20132	TRA2B_RAT	Transformer-2 protein homolog beta
Apoly000648	21.8741156348118	-0.567991624358989	0.219846695602937	-2.58358044819028	0.00977806601180553	0.0261409256951889	g20136	UGGG1_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 1
Apoly000649	167.442398929756	-0.878285725870128	0.191434378861334	-4.58792057672315	4.47682883500248e-06	6.45313691278751e-05	g20138	H6S1A_DANRE	Heparan-sulfate 6-O-sulfotransferase 1-A
Apoly000652	794.225952907719	0.734560994977211	0.11066132577085	6.63791970555542	3.1814107491617e-11	8.33402359850398e-09	g20146	D2HDH_DANRE	D-2-hydroxyglutarate dehydrogenase, mitochondrial
Apoly000655	163.082373369489	-0.546266397717331	0.179798120464846	-3.03822084627485	0.00237979478435762	0.00847332876554442	g20149	SSBP3_MOUSE	Single-stranded DNA-binding protein 3
Apoly000656	115.859095032653	0.683408655849143	0.149472758489323	4.57212847850105	4.82794746448577e-06	6.88369120710308e-05	g20153	KEAP1_MOUSE	Kelch-like ECH-associated protein 1
Apoly000661	15.5005660217205	0.947006944061675	0.316984851884351	2.98754637148144	0.00281226628216055	0.00969574006764766	g20158	RBG10_HUMAN	Rab GTPase-activating protein 1-like, isoform 10
Apoly000664	546.091487445519	-0.587974678093042	0.157585331195103	-3.73115107627043	0.000190606871073898	0.00115546226349549	g20162	SLIK3_HUMAN	SLIT and NTRK-like protein 3
Apoly000670	214.645674367266	-1.26667584676907	0.25759296367751	-4.91735421917372	8.77217374607477e-07	1.86841793520073e-05	g20171	GNAQ_MOUSE	Guanine nucleotide-binding protein G(q) subunit alpha
Apoly000671	47.7723421505756	-0.926681289880266	0.250072761116418	-3.70564665157139	0.000210852085234463	0.00124552342712011	g20172	AES_HUMAN	Amino-terminal enhancer of split
Apoly000672	45.0310148324336	-0.630239448959441	0.224735906726404	-2.8043558243085	0.00504172304790868	0.015366852733829	g20173	AES_RAT	Amino-terminal enhancer of split
Apoly000674	7.6293205506187	0.696288268950172	0.278560141239864	2.4995976303394	0.0124334434608303	0.0317432197641194	g20175	THEG_RAT	Testicular haploid expressed gene protein
Apoly000678	998.562425228094	-0.525409004563823	0.179501215414727	-2.92704984392387	0.00342194034258997	0.0113039740354462	g20179	ENP1_TETCF	Electromotor neuron-associated protein 1
Apoly000681	188.696662232996	-0.905546996804174	0.237668657919748	-3.81012374425046	0.000138897252245596	0.000904812438617114	g20182	GBG7_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7
Apoly000682	306.328749866544	-1.23350908521641	0.255436801658957	-4.82901867391575	1.37207542363571e-06	2.61212847365996e-05	g20184	DIRA2_MOUSE	GTP-binding protein Di-Ras2
Apoly000711	106.175262813456	-1.29078874322317	0.222554593660489	-5.79987463746666	6.63645139541906e-09	4.92024002135088e-07	g20219	P2R3A_HUMAN	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha
