Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein
Apoly005394	737.899008962846	-0.560049646058554	0.152145449925113	-3.68101475485606	0.00023230755972518	0.0313062092391552	g16917	LAT1_RABIT	Large neutral amino acids transporter small subunit 1
Apoly005485	129.618021449192	1.23019209526717	0.34312791730611	3.58522881182442	0.000336782801998106	0.0361934935311888	g17084	PECR_RAT	Peroxisomal trans-2-enoyl-CoA reductase
Apoly005679	705.303298284895	0.650855298170263	0.166469834110391	3.90974918457995	9.23920034309015e-05	0.0182420490494966	g11679	NACC2_MOUSE	Nucleus accumbens-associated protein 2
Apoly005809	607.049518970026	0.598561818905402	0.174395418887819	3.43221067802492	0.000598682286642282	0.0479510623923865	g11897	SNF5_TETFL	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
Apoly006184	54.6512674080386	-0.555142455028842	0.153587771349578	-3.61449645470338	0.000300931933832283	0.0345147922023555	g12484	GNTK_XENTR	Probable gluconokinase
Apoly006185	139.7366045528	-1.20227236541501	0.267380381239735	-4.49648683961239	6.90854534688917e-06	0.00345020882324053	g12485	UBQL1_MOUSE	Ubiquilin-1
Apoly006194	828.792302468074	0.584159393156326	0.167269221085926	3.49233044408238	0.000478825485648591	0.0439986624165133	g12496	NAA35_DANRE	N-alpha-acetyltransferase 35, NatC auxiliary subunit
Apoly006391	33828.7038219992	0.901518257479591	0.246333719297991	3.65974361954492	0.000252467719082963	0.0319918050002143	g12738	No_ID	No_Description
Apoly006469	289.698366263394	-0.585302300189655	0.169133405382981	-3.46059549185042	0.000538982035791359	0.0464564211560268	g12852	ACSL1_RAT	Long-chain-fatty-acid--CoA ligase 1
Apoly006588	231.702183064873	0.630827833370437	0.182777954219782	3.45133435847463	0.00055782204370559	0.0466592034587237	g13032	ASB6_PONAB	Ankyrin repeat and SOCS box protein 6
Apoly006848	553.823523285294	0.633862700187375	0.161568502555351	3.92318236637877	8.73869527095762e-05	0.0174568289059836	g13476	NELFB_HUMAN	Negative elongation factor B
Apoly006856	42.8946430472714	-0.941735726665939	0.244911611376118	-3.84520652726297	0.00012045094582569	0.0213047610429189	g13491	No_ID	No_Description
Apoly006953	947.902890873796	0.672141793953001	0.186591765290675	3.60220502178074	0.000315529350546079	0.0347901842355352	g34438	RLGPB_HUMAN	Ral GTPase-activating protein subunit beta
Apoly007116	152.523744863021	-0.722994430974098	0.130897381687281	-5.52336816561663	3.32561849313758e-08	7.05862525168451e-05	g34795	PLD3B_HUMAN	PRELI domain containing protein 3B
Apoly007124	576.097754596751	-0.754407994130529	0.153509442184962	-4.91440776145581	8.90512378333779e-07	0.000720042865909884	g34809	GLYM_HUMAN	Serine hydroxymethyltransferase, mitochondrial
Apoly007165	523.107885626423	-0.650641940183766	0.12953754310129	-5.02280593414534	5.0921991781701e-07	0.000465753018317851	g34857	SYIC_HUMAN	Isoleucine--tRNA ligase, cytoplasmic
Apoly007202	41.1003498883778	0.930539179199217	0.224508606860387	4.14478176232184	3.40137493184999e-05	0.00926003387944299	g34902	CCD30_HUMAN	Coiled-coil domain-containing protein 30
Apoly007460	309.685083273857	0.865383120860192	0.20683722165377	4.18388486337714	2.86569290339413e-05	0.00860974476635325	g35202	CC174_HUMAN	Coiled-coil domain-containing protein 174
Apoly007602	3079.45390759089	-0.803845252497569	0.205858110059164	-3.90485102708144	9.42834468353724e-05	0.0182653903656783	g35364	PER3_HUMAN	Period circadian protein homolog 3
Apoly008030	179.1010924673	-1.23899366075465	0.199252415955559	-6.21821148221856	5.02853527718912e-10	7.03809285412307e-06	g35992	PADI2_RAT	Protein-arginine deiminase type-2
Apoly008063	60.3111797858098	-0.837204521775698	0.242458954284965	-3.45297423328701	0.000554441960205542	0.0466592034587237	g36062	MYCB_DANRE	Transcriptional regulator Myc-B
Apoly008247	23.9321181181837	2.46098197084466	0.703865089793887	3.49638305199269	0.000471611167673826	0.0439986624165133	g26214	RIOK1_HUMAN	Serine/threonine-protein kinase RIO1
Apoly008689	196.767160797114	-0.697769775328886	0.133177442401953	-5.23939912603887	1.61100276305343e-07	0.000218738398427676	g26959	HIG1A_MOUSE	HIG1 domain family member 1A, mitochondrial
Apoly008800	620.701697258398	-1.34395654879317	0.320391290091144	-4.19473497051322	2.73190824809256e-05	0.00843414582774757	g27109	PER2_CHICK	Period circadian protein homolog 2
Apoly008806	1261.12181242116	0.68520361105185	0.184291566788547	3.7180410530561	0.000200773648155222	0.029497752522397	g27116	F131A_MOUSE	Protein FAM131A
Apoly009007	648.328334821651	-0.64947759848888	0.183322593431873	-3.54281262516746	0.000395883878841468	0.0395418133101655	g27370	ANGL4_PIG	Angiopoietin-related protein 4
Apoly009028	76.6723465111603	-0.531948106054487	0.151202980532779	-3.51810595386489	0.000434638785983376	0.0410009254777651	g27413	GA45A_HUMAN	Growth arrest and DNA damage-inducible protein GADD45 alpha
Apoly009463	146.598901720571	0.772268342084696	0.157936632162471	4.8897354053381	1.00971607616123e-06	0.000779317226055346	g32536	ERG1_HUMAN	Squalene monooxygenase
Apoly009630	84.7278504918445	0.676241729796366	0.196741888376382	3.4372025976627	0.000587755788888197	0.0476181729819564	g32887	ULK4_PONAB	Serine/threonine-protein kinase ULK4
Apoly009842	100.619104344088	-0.555877962371965	0.150780632850443	-3.68666686074551	0.000227210482359361	0.0311131773424351	g33170	PYRG1_DANRE	CTP synthase 1 {ECO:0000305}
Apoly010206	132.233461732406	0.743965705675214	0.144931153634902	5.13323524319243	2.8480356499018e-07	0.000322397635568884	g33694	TCEA3_HUMAN	Transcription elongation factor A protein 3
Apoly010387	2928.64542153569	0.531100358158801	0.130741204348685	4.06222629510406	4.86069229829936e-05	0.0119615297427715	g33924	NACA_ORENI	Nascent polypeptide-associated complex subunit alpha
Apoly010604	149.608601315677	-0.9456822474939	0.219354003656588	-4.31121489341231	1.62360020522965e-05	0.00641133290344173	g34279	HLF_RAT	Hepatic leukemia factor
Apoly010614	293.851370031043	0.791988238228385	0.200356143191933	3.95290219511608	7.72090014239404e-05	0.0164481614308171	g34291	FLCN_HUMAN	Folliculin
Apoly010821	140.075093794506	-0.906608898724168	0.243359060430429	-3.72539611683513	0.000195008751046668	0.0291777381598032	g22394	C27C1_DANRE	Cytochrome P450 27C1
Apoly011042	63.4369722500916	-0.809678064073978	0.234465307622299	-3.45329580859907	0.000553781375734484	0.0466592034587237	g22690	AFG32_BOVIN	AFG3-like protein 2
Apoly011069	29.0506111082025	-1.26018022992238	0.301659240227645	-4.17749586908526	2.94736015115251e-05	0.00860974476635325	g22735	DEPD7_DANRE	DEP domain-containing protein 7
Apoly011174	34.4520585825591	-0.571258087113025	0.157856348277323	-3.61884772672833	0.000295917687274198	0.0345147922023555	g22875	PPIP1_MOUSE	Proline-serine-threonine phosphatase-interacting protein 1
Apoly011178	104.994869452735	-0.864351240731465	0.225348017625056	-3.83562833097387	0.000125243688169291	0.0219241012898408	g22879	CRY2_HUMAN	Cryptochrome-2
Apoly011251	780.383956405773	0.700805087009153	0.184832007336592	3.79157861837716	0.000149692745453341	0.0251661665128489	g23013	BRD7_MOUSE	Bromodomain-containing protein 7
Apoly011722	1987.1577072931	0.608202106397449	0.153026817481768	3.97448052835519	7.05330320147892e-05	0.0153544985078349	g23867	DDB1_CHICK	DNA damage-binding protein 1
Apoly011861	97.7075325150077	-0.611158790795041	0.146393761040066	-4.17475981526136	2.98300604765766e-05	0.00860974476635325	g40117	CGL_MACFA	Cystathionine gamma-lyase
Apoly011888	41.1359266932981	-0.97534353099589	0.259731872963538	-3.75519384612766	0.00017320736937162	0.0277458597351896	g40291	SAMD9_HUMAN	Sterile alpha motif domain-containing protein 9
Apoly011912	397.152633514183	0.783369453865892	0.216147192463016	3.62424070809956	0.000289811602907568	0.0345147922023555	g40319	WDR18_DANRE	WD repeat-containing protein 18
Apoly012085	6564.97357606245	1.16669659844769	0.311924598078138	3.74031610727741	0.000183788969075694	0.028630611879865	g40638	FETUB_HUMAN	Fetuin-B
Apoly012315	100.199224142718	-1.1101263109799	0.263746618524518	-4.2090636732721	2.56431123796264e-05	0.00836021547276972	g40977	ANGL4_BOVIN	Angiopoietin-related protein 4
Apoly012391	1880.59199229874	0.600593189665978	0.169911382585541	3.53474370302185	0.000408170852494004	0.0403006127449279	g41083	PSMD1_PONAB	26S proteasome non-ATPase regulatory subunit 1
Apoly012481	164.321791614353	0.64158858151971	0.186848665232739	3.43373382261279	0.000595328490977162	0.0479084254824275	g41251	RFC4_HUMAN	Replication factor C subunit 4
Apoly012599	352.987607590075	0.688247231301399	0.189540186227578	3.63114147453158	0.000282170444545654	0.034271956097681	g41410	SCFD2_HUMAN	Sec1 family domain-containing protein 2
Apoly012648	360.754401915338	0.895077067486509	0.207486583955698	4.31390333978232	1.60397097459487e-05	0.00641133290344173	g41470	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9
Apoly013118	1128.38649337261	-0.816924268090813	0.199987978709728	-4.08486686730573	4.41020954721961e-05	0.0111769191211625	g36600	MRP5_HUMAN	Multidrug resistance-associated protein 5
Apoly013317	127.994165533138	-0.704761867855725	0.187470332971566	-3.75932477787095	0.000170372552132304	0.0277458597351896	g36909	CNTD2_HUMAN	Cyclin N-terminal domain-containing protein 2
Apoly013328	227.934360987659	-1.07417183034637	0.185160319046163	-5.80130686682689	6.5800054782682e-09	1.8621415503499e-05	g36923	SERPH_CHICK	Serpin H1
Apoly013669	79.4204188980675	-0.566244171460121	0.157646525757496	-3.59185950175116	0.00032832685515204	0.0355094904489276	g37484	CTR1_HUMAN	High affinity cationic amino acid transporter 1
Apoly013981	667.658930442961	-0.529929162787322	0.127925577856571	-4.14248011747482	3.43570161604775e-05	0.00926003387944299	g37912	SERB_PONAB	Phosphoserine phosphatase
Apoly014352	109.281813262647	-0.708838361308539	0.125658758612515	-5.64097854487273	1.69086432976066e-08	4.10155375990514e-05	g4056	TM50B_MOUSE	Transmembrane protein 50B
Apoly014407	73.4803202017514	0.905251250802398	0.224325714188308	4.03543238044701	5.45018350240393e-05	0.0130343825170167	g4146	GPR39_PIG	G-protein coupled receptor 39
Apoly014602	1976.47043399827	0.879256863973217	0.237088597644564	3.70855820443702	0.000208442750197884	0.0299945584606786	g4415	TBA_ONCKE	Tubulin alpha chain
Apoly014722	148.054938124469	-0.511989640520985	0.109265207389926	-4.68575178459039	2.78934150272086e-06	0.00163320754193794	g4560	GP155_PONAB	Integral membrane protein GPR155
Apoly014803	233.701662534046	-0.85746032839774	0.182893119848814	-4.68831374907129	2.75465463370782e-06	0.00163320754193794	g4664	SC5A3_MOUSE	Sodium/myo-inositol cotransporter
Apoly015320	148.428068155126	-1.43501140032053	0.322517866633478	-4.44940125426086	8.61100086614525e-06	0.00416164751015249	g14036	NR1D1_BOVIN	Nuclear receptor subfamily 1 group D member 1
Apoly015570	64.0200344634243	0.865486054756128	0.245970679289691	3.51865538305404	0.000433739732336389	0.0410009254777651	g14431	TM220_XENLA	Transmembrane protein 220
Apoly015775	12378.1564031813	0.72054407961688	0.200154196163359	3.59994490961757	0.000318284606823688	0.034867565315266	g14723	TBB4B_MOUSE	Tubulin beta-4B chain
Apoly015845	775.340559212676	-0.566456419845455	0.0963932172181267	-5.87651741681813	4.18987342864005e-09	1.71449118086222e-05	g14815	PCY2_HUMAN	Ethanolamine-phosphate cytidylyltransferase
Apoly015957	55.2344260578768	-0.86395444949733	0.205320507912867	-4.20783319834748	2.57831066300769e-05	0.00836021547276972	g14996	FBF1_MOUSE	Fas-binding factor 1
Apoly016042	326.557719283811	0.689244716417505	0.198886998644791	3.46550916406802	0.000529228490485172	0.0462754046989447	g15137	NUP85_DANRE	Nuclear pore complex protein Nup85
Apoly016044	715.409911026733	0.730251124609065	0.183008496605589	3.99025803803451	6.60014506074314e-05	0.0149427284175225	g15139	JUPI1_BOVIN	Jupiter microtubule associated homolog 1 {ECO:0000250|UniProtKB:Q9UK76}
Apoly016155	20.2590543674987	1.80453594433332	0.36180996516693	4.98752416479393	6.11579721558499e-07	0.000519231183603166	g15367	ALPL_ARATH	Protein ALP1-like {ECO:0000305}
Apoly016156	976.977963422078	0.673423516300647	0.19697950215478	3.41874920453141	0.000629096813351126	0.0499161864051501	g15368	COG1_HUMAN	Conserved oligomeric Golgi complex subunit 1
Apoly016187	683.882009809339	-0.511870609187751	0.12978630985341	-3.94394917126385	8.0150653347759e-05	0.0165970499249384	g6881	P33MX_DANRE	Putative monooxygenase p33MONOX
Apoly016385	414.018787963566	-0.547528854758746	0.102621410777491	-5.33542513799511	9.53209511286294e-08	0.000147140886378557	g7215	AL3A2_MACFA	Fatty aldehyde dehydrogenase
Apoly016478	103.325690137643	-0.582626018585775	0.13213180461855	-4.4094305702382	1.03642779180999e-05	0.00475636321754964	g7331	S46A3_CHICK	Solute carrier family 46 member 3
Apoly016902	32.9989348878685	-0.715868944296079	0.194901872911361	-3.67297108849049	0.000239746617522796	0.0318784242255529	g7871	MYO19_XENLA	Unconventional myosin-XIX {ECO:0000250|UniProtKB:Q96H55}
Apoly017035	308.833332241868	1.0879714713852	0.231427907182229	4.70112478927842	2.58732329836839e-06	0.00162713887430723	g8067	RBMX2_MOUSE	RNA-binding motif protein, X-linked 2
Apoly017199	805.101333801689	-1.4389195031925	0.299688500211335	-4.8013837774149	1.57572952374071e-06	0.00107023549252469	g8423	CIPC_MOUSE	CLOCK-interacting pacemaker
Apoly017314	2818.68583866178	0.558735086379405	0.16258047374528	3.43666784520995	0.000588917333699108	0.0476181729819564	g17591	LPPRC_XENTR	Leucine-rich PPR motif-containing protein, mitochondrial
Apoly017545	932.655033994682	-0.531093135170644	0.148702536227358	-3.57151363147318	0.000354924071406964	0.0372013008178411	g17905	MRP2_RABIT	Canalicular multispecific organic anion transporter 1
Apoly017750	351.697144890048	-0.526180368659754	0.130264673833846	-4.0393174386703	5.36069737385423e-05	0.0130035202011493	g18163	SPTN5_HUMAN	Spectrin beta chain, non-erythrocytic 5
Apoly018074	28.1328698815776	-1.89152188483682	0.481752752096409	-3.92633332473062	8.62506105666373e-05	0.017434944850256	g18720	No_ID	No_Description
Apoly018105	1382.78276001682	0.553600102916852	0.153560716087278	3.60508935502885	0.000312045544751255	0.0346941149145173	g18775	CDC5L_RAT	Cell division cycle 5-like protein
Apoly018258	266.079784002399	-0.812562915879641	0.155299225705809	-5.23224061283422	1.67467560633674e-07	0.000218738398427676	g182	T150A_XENTR	Transmembrane protein 150A
Apoly018380	349.61413699534	0.647865127591552	0.174906919917455	3.70405657990721	0.000212178900597029	0.0300570914380979	g397	MSH2_CHLAE	DNA mismatch repair protein Msh2
Apoly018405	1132.98237845542	-0.550947740325681	0.108316646233786	-5.08645494005176	3.64818345251978e-07	0.000387163468898662	g434	OAT_MOUSE	Ornithine aminotransferase, mitochondrial
Apoly018483	27.9595807360633	-1.40520504124947	0.350670507599175	-4.00719481906261	6.14441785858509e-05	0.0140989480052398	g546	P5CS_MOUSE	Delta-1-pyrroline-5-carboxylate synthase
Apoly018501	276.386020965497	-0.733180546729422	0.198992609585015	-3.68446118807335	0.000229186943449258	0.0311327543981473	g566	5NT3B_MOUSE	7-methylguanosine phosphate-specific 5'-nucleotidase {ECO:0000250|UniProtKB:Q9W197}
Apoly018615	440.069885397864	0.541323095108617	0.156275778464058	3.46389632756248	0.000532411658697852	0.0462754046989447	g712	MK07_HUMAN	Mitogen-activated protein kinase 7
Apoly018707	1010.98229004042	0.554352055242017	0.153785313930147	3.60471387725499	0.000312497013179668	0.0346941149145173	g820	BRE1B_HUMAN	E3 ubiquitin-protein ligase BRE1B
Apoly018826	122.025388076811	-0.687679665235008	0.154737563641014	-4.44416758965135	8.82328094025263e-06	0.00416164751015249	g984	MAFK_MOUSE	Transcription factor MafK
Apoly018836	86.9132694866825	-1.19804915187437	0.284080799972192	-4.2172830828118	2.47263486575659e-05	0.00836021547276972	g995	PLBL1_MOUSE	Phospholipase B-like 1
Apoly018856	577.64932793482	0.568685409983974	0.156629232101212	3.63077442412854	0.000282572076188183	0.034271956097681	g1017	CP062_DANRE	UPF0505 protein C16orf62 homolog
Apoly019315	110.494474036512	0.535423770638515	0.155203999720753	3.44980652303977	0.000560988454766416	0.0466913638233421	g8680	ZDHC8_HUMAN	Probable palmitoyltransferase ZDHHC8
Apoly019707	4197.37631228741	0.972024407991534	0.205035161298836	4.74076934821352	2.12908202186266e-06	0.00139045433581646	g9180	BHMT1_DANRE	Betaine--homocysteine S-methyltransferase 1
Apoly019708	288.860143160507	0.887219138917836	0.151776492875662	5.84556357910222	5.04856060324564e-09	1.71449118086222e-05	g9181	M2GD_HUMAN	Dimethylglycine dehydrogenase, mitochondrial
Apoly019793	71.4428354327825	0.617824050189232	0.171090260570977	3.6111000598595	0.000304900991186886	0.0345147922023555	g9298	XRCC4_HUMAN	DNA repair protein XRCC4
Apoly020504	281.464086618822	-0.709669063731385	0.162666113965597	-4.36273447757826	1.28446801144894e-05	0.00573954390379026	g10598	5NTD_BOVIN	5'-nucleotidase
Apoly020521	346.648852894438	0.590796956002855	0.171319901244085	3.44850161430532	0.000563706100340702	0.0466913638233421	g10629	CRNL1_RAT	Crooked neck-like protein 1
Apoly021210	296.914991818162	0.653276624129578	0.18059193600588	3.61741857680904	0.000297555892075301	0.0345147922023555	g5427	NUDC1_DANRE	NudC domain-containing protein 1
Apoly021617	50.6672637523914	0.713518582840964	0.197471658945662	3.61327081896497	0.000302358609300772	0.0345147922023555	g6172	TRIL_HUMAN	TLR4 interactor with leucine rich repeats
Apoly021737	250.777733331225	-0.603689348251277	0.164568405573691	-3.66831863106892	0.000244150796644756	0.0318898502079073	g6341	SESN2_MOUSE	Sestrin-2 {ECO:0000305}
Apoly021876	539.134076283619	0.647793389764495	0.17768791434002	3.64568064277513	0.000266685000900672	0.0335430467799511	g6539	SF3B4_HUMAN	Splicing factor 3B subunit 4
Apoly021966	68.2271460626941	-1.19835289553369	0.323731670596059	-3.70168569954021	0.000214171820624658	0.0300570914380979	g6648	CIART_MOUSE	Circadian-associated transcriptional repressor
Apoly022073	47.6255482200541	0.683718405021476	0.197819799508305	3.45626882001147	0.000547708799615952	0.0466592034587237	g6803	ZG57_XENLA	Gastrula zinc finger protein XlCGF57.1
Apoly022143	123.933455371852	0.78132450474611	0.211839394117994	3.68828710070287	0.000225768820780358	0.0311131773424351	g30806	MGST2_BOVIN	Microsomal glutathione S-transferase 2
Apoly022318	1252.09582923467	0.700686420286294	0.197496312288589	3.54784558844027	0.000388395848210442	0.0392838990784863	g31251	NKAPL_MOUSE	NKAP-like protein {ECO:0000250|UniProtKB:Q5M9Q1}
Apoly022587	110.249885081178	1.21233746910063	0.266872985004765	4.54275081113579	5.55248729112608e-06	0.00294628856885377	g31637	No_ID	No_Description
Apoly022599	37.6285969408048	-0.755100129730305	0.219177624574904	-3.44515153494717	0.000570739332249594	0.04704443622135	g31654	GFPT2_MOUSE	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2
Apoly022727	346.848467852055	0.718331985578504	0.191523078724144	3.75062885561241	0.000176391629362223	0.0279918679118743	g31826	PGFRL_HUMAN	Platelet-derived growth factor receptor-like protein
Apoly022892	154.009399665764	-0.56944508777201	0.144699471974845	-3.93536396505305	8.30707073117902e-05	0.0169944651825807	g32077	ENPP6_DANRE	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6
Apoly023668	179.25223551663	0.814304151206998	0.216781172058933	3.75634167613793	0.000172415261646399	0.0277458597351896	g30364	AGRG2_RAT	Adhesion G-protein coupled receptor G2
Apoly024057	863.699706534966	0.925250548410621	0.238592729743485	3.87794946394794	0.000105340591547996	0.0194422091791845	g28368	PLAP_HUMAN	Phospholipase A-2-activating protein
Apoly024235	36.3531733557574	0.901579786275114	0.228154995518078	3.95161098369935	7.76268566432112e-05	0.0164481614308171	g28633	SHOT1_HUMAN	Shootin-1 {ECO:0000312|HGNC:HGNC:29319}
Apoly024310	1495.68814263507	-0.746296609170268	0.188981447321402	-3.9490469553926	7.84629608890567e-05	0.0164481614308171	g28750	PER1_HUMAN	Period circadian protein homolog 1
Apoly024685	38.1455263622604	1.2241085900489	0.291099882402566	4.20511537121153	2.60949010634155e-05	0.00836021547276972	g1843	BCOR_MOUSE	BCL-6 corepressor
Apoly024716	51.1358576970354	-2.13577980696711	0.410622616642361	-5.20132043488317	1.9787759658307e-07	0.00023999725642718	g1891	BCDO1_CHICK	Beta,beta-carotene 15,15'-dioxygenase
Apoly024921	1064.55721913672	-0.585867332141126	0.13705734567098	-4.27461460947564	1.91468195187287e-05	0.00705520871280193	g2303	CBS_MACFA	Cystathionine beta-synthase {ECO:0000305}
Apoly024944	61.4783061941431	0.69991372301631	0.194797533479003	3.59303175207684	0.000326852741237072	0.0355094904489276	g2364	SPEG_HUMAN	Striated muscle preferentially expressed protein kinase
Apoly024985	925.492225214989	-0.581713033673836	0.150254305562646	-3.87152322521168	0.000108157349555293	0.0195373595260518	g2437	TRAK2_HUMAN	Trafficking kinesin-binding protein 2
Apoly025109	59.1093422725164	1.15748316470885	0.303733048104432	3.81085684265375	0.000138485950947612	0.0235149144709045	g2711	MDH1B_DANRE	Putative malate dehydrogenase 1B
Apoly025304	95.866109837432	0.709584570044574	0.204042059916284	3.47763872966049	0.000505851207203501	0.0452071236753444	g3076	WDR55_ORYLA	WD repeat-containing protein 55
Apoly025336	84.8109352235318	0.983691586241518	0.284056320824281	3.46301600818817	0.00053415661489948	0.0462754046989447	g3168	LRAT_BOVIN	Lecithin retinol acyltransferase
